Review,Rating
"Rooms in need of an update- shower room basic. It would also be nice to have bigger family rooms (e.g. twin beds for older children, duvet rather than thin blankets).,

Fantastic location with car park.",negative
"My room was quite dusty, so it didn't feel very clean. It was a very sunny day when I arrived and when I sat on the bed a cloud of dust went up. The stairs to the top floors are very narrow and steep. Which is fine but a bit inconvenient when carrying a suitcase.,

I really like the location, close to Jourdan (cool bars and places to eat) and also close to the EU district, which was great for me, because I was travelling for work. The owners were nice, very kind. The breakfast was great! Offered in a very speical way as well :)Comfy bed.",positive
Excellent breakfast! Nice and confy rooms!,positive
"Pillows could have been bigger.,

Big bed!!",positive
"WiFi connection was weak. Could only connect when I am nearer the corridor.,

Although the hotel is next to the train track, we could hardly hear the train. Good soundproofing.We were surprised that they provided 5 complimentary bottles of drinks every day. - Coke, lemonade, beers and 2 water. :)Friendly and helpful staffBest of the 5 hotels I stayed in this trip !",positive
"The wifi signal was too weak, did not reach the uppet level room.,

The location was great and the room was huge, clean and well iluminated.",positive
"For parking space,

Everything",positive
"Perfect location, in the Ghent city centre. Within walking distance of event.Breakfast was very good, room was great.",positive
"Great premises, very helpful and pleasant proprietor and in a good location for me!",positive
Staff not very helpful,negative
"The room could  have had a little more storage space i.e. chest of drawers, and some minor repair work needed in bathroom (toilet seat kept coming loose).,

Friendly helpful staff, a very nice restaurant with delicious food and a bar with every type of beer imaginable.",negative
"Very friendly and helpful staff 
Exceptional breakfast 
Outside the new Low Émissions Zone with easy on site parking- so very car friendly. But also a five minute walk from the main station",positive
"The timing they give you, and they make you adapt to their last-hour issues.,

I needed to pay in the house directly and not thorugh Booking, and they didn't accept card payments. Also we had scheduled the checkin at 15h and once there they told me to come back at 20h. This is not acceptable.",negative
"No Airco, a lot of noice from outside.",negative
"Very close to City Center, very clean and comfortable room! I would like to come again",positive
"a small kettle to make tea in the room would be good. Stairs are OK for me, but could be difficult for some.,

excellent breakfast, great location for me (close to EU buildings)",positive
